journal_key,year,doi,article_id,title,source_article_url,http_status,final_url,html_length,fetch_error,has_keyword_candidate_signal,meta_names_top,meta_keyword_candidate_fields,meta_keyword_candidate_values,n_jsonld_blocks,jsonld_keyword_paths,jsonld_keyword_snippets,keyword_like_class_id_inventory,n_keyword_like_snippets
behaviour_research_and_therapy,2012,10.1016/s0005-7967(12)00004-6,10.1016/s0005-7967(12)00004-6,Editorial Board/Publication Information,https://linkinghub.elsevier.com/retrieve/pii/S0005796712000046,200,https://linkinghub.elsevier.com/retrieve/pii/S0005796712000046,2653,,False,tdm-reservation:1 | tdm-policy:1,,,0,,,,0
behaviour_research_and_therapy,2012,10.1016/j.brat.2012.07.004,10.1016/j.brat.2012.07.004,A randomized controlled trial evaluating the efficacy of Triple P Online with parents of children with early-onset conduct problems,https://linkinghub.elsevier.com/retrieve/pii/S0005796712001192,200,https://linkinghub.elsevier.com/retrieve/pii/S0005796712001192,2744,,False,tdm-reservation:1 | tdm-policy:1,,,0,,,,0
behaviour_research_and_therapy,2015,10.1016/j.brat.2015.03.004,10.1016/j.brat.2015.03.004,Affect labeling enhances exposure effectiveness for public speaking anxiety,https://linkinghub.elsevier.com/retrieve/pii/S0005796715000431,200,https://linkinghub.elsevier.com/retrieve/pii/S0005796715000431,2688,,False,tdm-reservation:1 | tdm-policy:1,,,0,,,,0
behaviour_research_and_therapy,2016,10.1016/j.brat.2015.11.010,10.1016/j.brat.2015.11.010,The MABIC project: An effectiveness trial for reducing risk factors for eating disorders,https://linkinghub.elsevier.com/retrieve/pii/S0005796715300590,200,https://linkinghub.elsevier.com/retrieve/pii/S0005796715300590,2701,,False,tdm-reservation:1 | tdm-policy:1,,,0,,,,0
behaviour_research_and_therapy,2021,10.1016/j.brat.2021.103875,10.1016/j.brat.2021.103875,Lower estradiol predicts increased reinstatement of fear in women,https://linkinghub.elsevier.com/retrieve/pii/S0005796721000747,200,https://linkinghub.elsevier.com/retrieve/pii/S0005796721000747,2678,,False,tdm-reservation:1 | tdm-policy:1,,,0,,,,0
behaviour_research_and_therapy,2022,10.1016/j.brat.2022.104225,10.1016/j.brat.2022.104225,Corrigendum to “Brief training in mindfulness meditation reduces symptoms in patients with a chronic or recurrent lifetime history of depression: A randomized controlled study” [Behaviour Research and Therapy 99 (2017) 124–130],https://linkinghub.elsevier.com/retrieve/pii/S0005796722001966,200,https://linkinghub.elsevier.com/retrieve/pii/S0005796722001966,2858,,False,tdm-reservation:1 | tdm-policy:1,,,0,,,,0
clinical_psychology_psychotherapy,2008,10.1002/cpp.572,10.1002/cpp.572,Evaluation of the mental health continuum–short form (MHC–SF) in setswana‐speaking South Africans,https://onlinelibrary.wiley.com/doi/10.1002/cpp.572,403,https://onlinelibrary.wiley.com/doi/10.1002/cpp.572,5705,,False,robots:1 | viewport:1,,,0,,,,0
clinical_psychology_psychotherapy,2006,10.1002/cpp.494,10.1002/cpp.494,Brief treatments for borderline personality,https://onlinelibrary.wiley.com/doi/10.1002/cpp.494,403,https://onlinelibrary.wiley.com/doi/10.1002/cpp.494,5726,,False,robots:1 | viewport:1,,,0,,,,0
clinical_psychology_psychotherapy,2012,10.1002/cpp.1783,10.1002/cpp.1783,Finding a Voice: A Journey Towards Being Assertive,https://onlinelibrary.wiley.com/doi/10.1002/cpp.1783,403,https://onlinelibrary.wiley.com/doi/10.1002/cpp.1783,5729,,False,robots:1 | viewport:1,,,0,,,,0
clinical_psychology_psychotherapy,2012,10.1002/cpp.1773,10.1002/cpp.1773,Special Issue on Interpersonal Psychotherapy,https://onlinelibrary.wiley.com/doi/10.1002/cpp.1773,403,https://onlinelibrary.wiley.com/doi/10.1002/cpp.1773,5708,,False,robots:1 | viewport:1,,,0,,,,0
clinical_psychology_psychotherapy,2018,10.1002/cpp.2149,10.1002/cpp.2149,The <scp>P</scp>regnancy <scp>R</scp>elated <scp>B</scp>eliefs <scp>Q</scp>uestionnaire (<scp>PRBQ</scp>): An examination of the psychometric properties in perinatal samples,https://onlinelibrary.wiley.com/doi/10.1002/cpp.2149,403,https://onlinelibrary.wiley.com/doi/10.1002/cpp.2149,5729,,False,robots:1 | viewport:1,,,0,,,,0
clinical_psychology_psychotherapy,2016,10.1002/cpp.1970,10.1002/cpp.1970,Exploring Phase Progression Throughout the Therapeutic Process: The Case of Eva,https://onlinelibrary.wiley.com/doi/10.1002/cpp.1970,403,https://onlinelibrary.wiley.com/doi/10.1002/cpp.1970,5729,,False,robots:1 | viewport:1,,,0,,,,0
clinical_psychology_psychotherapy,2022,10.1002/cpp.2632,10.1002/cpp.2632,Exposure to combat incidents within military and civilian populations as possible correlates of potentially morally injurious events and moral injury outcomes among Israeli combat veterans,https://onlinelibrary.wiley.com/doi/10.1002/cpp.2632,403,https://onlinelibrary.wiley.com/doi/10.1002/cpp.2632,5729,,False,robots:1 | viewport:1,,,0,,,,0
clinical_psychology_psychotherapy,2021,10.1002/cpp.2601,10.1002/cpp.2601,Fears of compassion magnify the harmful effects of threat of COVID‐19 on mental health and social safeness across 21 countries,https://onlinelibrary.wiley.com/doi/10.1002/cpp.2601,403,https://onlinelibrary.wiley.com/doi/10.1002/cpp.2601,5729,,False,robots:1 | viewport:1,,,0,,,,0
cognitive_behaviour_therapy,2006,10.1080/16506070600898512,10.1080/16506070600898512,Differences in High and Low Anxiety Sensitive Women's Responses to a Laboratory‐Based Cold Pressor Task,https://www.tandfonline.com/doi/abs/10.1080/16506070600898512,403,https://www.tandfonline.com/doi/abs/10.1080/16506070600898512,5765,,False,robots:1 | viewport:1,,,0,,,,0
cognitive_behaviour_therapy,2009,10.1080/16506070902981503,10.1080/16506070902981503,What Makes Therapy Work? A Multifaceted Question,https://www.tandfonline.com/doi/abs/10.1080/16506070902981503,403,https://www.tandfonline.com/doi/abs/10.1080/16506070902981503,5765,,False,robots:1 | viewport:1,,,0,,,,0
cognitive_behaviour_therapy,2011,10.1080/16506073.2010.514119,10.1080/16506073.2010.514119,Behavioral Activation for Depression: A Clinician's Guide,https://www.tandfonline.com/doi/abs/10.1080/16506073.2010.514119,403,https://www.tandfonline.com/doi/abs/10.1080/16506073.2010.514119,5774,,False,robots:1 | viewport:1,,,0,,,,0
cognitive_behaviour_therapy,2011,10.1080/16506073.2010.529457,10.1080/16506073.2010.529457,Can the Patient Decide Which Modules to Endorse? An Open Trial of Tailored Internet Treatment of Anxiety Disorders,https://www.tandfonline.com/doi/abs/10.1080/16506073.2010.529457,403,https://www.tandfonline.com/doi/abs/10.1080/16506073.2010.529457,5774,,False,robots:1 | viewport:1,,,0,,,,0
cognitive_behaviour_therapy,2016,10.1080/16506073.2016.1233453,10.1080/16506073.2016.1233453,Rational emotive behaviour therapy in high schools to educate in mental health and empower youth health. A randomized controlled study of a brief intervention,https://www.tandfonline.com/doi/full/10.1080/16506073.2016.1233453,403,https://www.tandfonline.com/doi/full/10.1080/16506073.2016.1233453,5780,,False,robots:1 | viewport:1,,,0,,,,0
cognitive_behaviour_therapy,2018,10.1080/16506073.2018.1432679,10.1080/16506073.2018.1432679,Augmenting treatment efficiency in exposure therapy for PTSD: a randomized double-blind placebo-controlled trial of yohimbine HCl,https://www.tandfonline.com/doi/full/10.1080/16506073.2018.1432679,403,https://www.tandfonline.com/doi/full/10.1080/16506073.2018.1432679,5780,,False,robots:1 | viewport:1,,,0,,,,0
cognitive_behaviour_therapy,2026,10.1080/16506073.2025.2482155,10.1080/16506073.2025.2482155,Was it helpful? Treatment outcomes and practice assignment adherence and helpfulness among U.S. service members with PTSD and MDD,https://www.tandfonline.com/doi/full/10.1080/16506073.2025.2482155,403,https://www.tandfonline.com/doi/full/10.1080/16506073.2025.2482155,5780,,False,robots:1 | viewport:1,,,0,,,,0
cognitive_behaviour_therapy,2025,10.1080/16506073.2025.2583119,10.1080/16506073.2025.2583119,"Comparing evidence-based telemental health treatments for caregivers of children with Prader Willi and Williams syndromes: feasibility, acceptability, and preliminary outcomes",https://www.tandfonline.com/doi/full/10.1080/16506073.2025.2583119,403,https://www.tandfonline.com/doi/full/10.1080/16506073.2025.2583119,5780,,False,robots:1 | viewport:1,,,0,,,,0
counselling_psychotherapy_research,2006,10.1080/14733140600581358,10.1080/14733140600581358,Waiting times for primary care psychological therapy and counselling services,https://onlinelibrary.wiley.com/doi/10.1080/14733140600581358,403,https://onlinelibrary.wiley.com/doi/10.1080/14733140600581358,5756,,False,robots:1 | viewport:1,,,0,,,,0
counselling_psychotherapy_research,2006,10.1080/14733140600705056,10.1080/14733140600705056,‘In my agency it's very clear – but I can't tell you what it is’: Work settings and ethical challenges,https://onlinelibrary.wiley.com/doi/10.1080/14733140600705056,403,https://onlinelibrary.wiley.com/doi/10.1080/14733140600705056,5756,,False,robots:1 | viewport:1,,,0,,,,0
counselling_psychotherapy_research,2012,10.1080/14733145.2011.628031,10.1080/14733145.2011.628031,Working with suicidal clients: The person‐centred counsellor's experience and understanding of risk assessment,https://onlinelibrary.wiley.com/doi/10.1080/14733145.2011.628031,403,https://onlinelibrary.wiley.com/doi/10.1080/14733145.2011.628031,5787,,False,robots:1 | viewport:1,,,0,,,,0
counselling_psychotherapy_research,2010,10.1080/14733141003770713,10.1080/14733141003770713,A qualitative study of client experiences of working with novice counsellors,https://onlinelibrary.wiley.com/doi/10.1080/14733141003770713,403,https://onlinelibrary.wiley.com/doi/10.1080/14733141003770713,5756,,False,robots:1 | viewport:1,,,0,,,,0
counselling_psychotherapy_research,2016,10.1002/capr.12048,10.1002/capr.12048,Issue Information ‐ TOC,https://onlinelibrary.wiley.com/doi/10.1002/capr.12048,403,https://onlinelibrary.wiley.com/doi/10.1002/capr.12048,5735,,False,robots:1 | viewport:1,,,0,,,,0
counselling_psychotherapy_research,2015,10.1002/capr.12003,10.1002/capr.12003,‘I wouldn't dream of ending with a client in the way he did to me’: An exploration of supervisees’ experiences of an unplanned ending to the supervisory relationship,https://onlinelibrary.wiley.com/doi/10.1002/capr.12003,403,https://onlinelibrary.wiley.com/doi/10.1002/capr.12003,5735,,False,robots:1 | viewport:1,,,0,,,,0
counselling_psychotherapy_research,2022,10.1002/capr.12568,10.1002/capr.12568,Therapists' experiences of a brief case formulation and alliance focused pre‐treatment training session (<scp>CALL</scp>),https://onlinelibrary.wiley.com/doi/10.1002/capr.12568,403,https://onlinelibrary.wiley.com/doi/10.1002/capr.12568,5735,,False,robots:1 | viewport:1,,,0,,,,0
counselling_psychotherapy_research,2023,10.1002/capr.12652,10.1002/capr.12652,"The variability of client, therapist and clinic in psychotherapy outcomes: A three‐level hierarchical model",https://onlinelibrary.wiley.com/doi/10.1002/capr.12652,403,https://onlinelibrary.wiley.com/doi/10.1002/capr.12652,5735,,False,robots:1 | viewport:1,,,0,,,,0
journal_consulting_clinical_psychology,2005,10.1037/0022-006x.73.2.268,10.1037/0022-006x.73.2.268,Recent Advances in Psychosocial Oncology.,https://doi.apa.org/doi/10.1037/0022-006X.73.2.268,403,https://doi.apa.org/doi/10.1037/0022-006X.73.2.268,957,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_consulting_clinical_psychology,2006,10.1037/0022-006x.74.3.592,10.1037/0022-006x.74.3.592,Contingency management treatments: Reinforcing abstinence versus adherence with goal-related activities.,https://doi.apa.org/doi/10.1037/0022-006X.74.3.592,403,https://doi.apa.org/doi/10.1037/0022-006X.74.3.592,958,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_consulting_clinical_psychology,2014,10.1037/a0037027.supp,10.1037/a0037027.supp,Supplemental Material for Telephone-Delivered Cognitive Behavioral Therapy for High Anxiety Sensitivity: A Randomized Controlled Trial,https://supp.apa.org/psycarticles/supplemental/a0037027/a0037027_supp.html,200,https://supp.apa.org/psycarticles/supplemental/a0037027/a0037027_supp.html,11716,,False,,,,0,,,,0
journal_consulting_clinical_psychology,2014,10.1037/a0035889,10.1037/a0035889,"Empirical Bayes MCMC estimation for modeling treatment processes, mechanisms of change, and clinical outcomes in small samples.",https://doi.apa.org/doi/10.1037/a0035889,403,https://doi.apa.org/doi/10.1037/a0035889,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_consulting_clinical_psychology,2019,10.1037/ccp0000351,10.1037/ccp0000351,Practice of therapy acquired regulatory skills and depressive relapse/recurrence prophylaxis following cognitive therapy or mindfulness based cognitive therapy.,https://doi.apa.org/doi/10.1037/ccp0000351,403,https://doi.apa.org/doi/10.1037/ccp0000351,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_consulting_clinical_psychology,2015,10.1037/ccp0000021,10.1037/ccp0000021,Therapeutic alliance in a randomized clinical trial for bulimia nervosa.,https://doi.apa.org/doi/10.1037/ccp0000021,403,https://doi.apa.org/doi/10.1037/ccp0000021,957,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_consulting_clinical_psychology,2022,10.1037/ccp0000555.supp,10.1037/ccp0000555.supp,Supplemental Material for Personalized Prescriptions of Therapeutic Skills From Patient Characteristics: An Ecological Momentary Assessment Approach,https://supp.apa.org/psycarticles/supplemental/ccp0000555/ccp0000555_supp.html,200,https://supp.apa.org/psycarticles/supplemental/ccp0000555/ccp0000555_supp.html,12278,,False,,,,0,,,,0
journal_consulting_clinical_psychology,2023,10.1037/ccp0000762,10.1037/ccp0000762,Addressing the treatment gap: Expanding the scalability and reach of treatment.,https://doi.apa.org/doi/10.1037/ccp0000762,403,https://doi.apa.org/doi/10.1037/ccp0000762,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_psychotherapy_integration,2005,10.1037/1053-0479.15.3.284,10.1037/1053-0479.15.3.284,Introduction to the special section on philosophy and psychotherapy integration and to the inaugural focus on moral philosophy.,https://doi.apa.org/doi/10.1037/1053-0479.15.3.284,403,https://doi.apa.org/doi/10.1037/1053-0479.15.3.284,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_psychotherapy_integration,2005,10.1037/1053-0479.15.1.94,10.1037/1053-0479.15.1.94,Object Relations and the Nature of Therapeutic Interventions.,https://doi.apa.org/doi/10.1037/1053-0479.15.1.94,403,https://doi.apa.org/doi/10.1037/1053-0479.15.1.94,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_psychotherapy_integration,2011,10.1037/a0023954,10.1037/a0023954,Changes at JPI: A new editor and new submission procedures.,https://doi.apa.org/doi/10.1037/a0023954,403,https://doi.apa.org/doi/10.1037/a0023954,958,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_psychotherapy_integration,2010,10.1037/a0018815,10.1037/a0018815,The case for needs in psychotherapy.,https://doi.apa.org/doi/10.1037/a0018815,403,https://doi.apa.org/doi/10.1037/a0018815,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_psychotherapy_integration,2016,10.1037/int0000027,10.1037/int0000027,Psychotherapy for personality disorders: Questions of clinical utility.,https://doi.apa.org/doi/10.1037/int0000027,403,https://doi.apa.org/doi/10.1037/int0000027,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_psychotherapy_integration,2016,10.1037/int0000025,10.1037/int0000025,Bridging constructivism and social constructionism: The journey from narrative to dialogical approaches and towards synchrony.,https://doi.apa.org/doi/10.1037/int0000025,403,https://doi.apa.org/doi/10.1037/int0000025,958,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_psychotherapy_integration,2021,10.1037/int0000205,10.1037/int0000205,Fluctuations in therapist emotions and their relation to treatment processes and outcomes.,https://doi.apa.org/doi/10.1037/int0000205,403,https://doi.apa.org/doi/10.1037/int0000205,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
journal_psychotherapy_integration,2021,10.1037/int0000250,10.1037/int0000250,Posttraumatic growth as an integrative therapeutic philosophy.,https://doi.apa.org/doi/10.1037/int0000250,403,https://doi.apa.org/doi/10.1037/int0000250,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
psychology_psychotherapy_tprp,2008,10.1348/147608308x280995,10.1348/147608308x280995,The effectiveness of single session therapy in child and adolescent mental health. Part 2: An 18‐month follow‐up study,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1348/147608308X280995,403,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1348/147608308X280995,5786,,False,robots:1 | viewport:1,,,0,,,,0
psychology_psychotherapy_tprp,2007,10.1348/147608307x191535,10.1348/147608307x191535,An integrative complexity analysis of cognitive behaviour therapy sessions for borderline personality disorder,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1348/147608307X191535,403,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1348/147608307X191535,5786,,False,robots:1 | viewport:1,,,0,,,,0
psychology_psychotherapy_tprp,2014,10.1111/papt.12007,10.1111/papt.12007,"The relationships between psychological mindedness, parental bonding and adult attachment",https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12007,403,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12007,5768,,False,robots:1 | viewport:1,,,0,,,,0
psychology_psychotherapy_tprp,2010,10.1348/147608309x475989,10.1348/147608309x475989,Coping and defence mechanisms: What's the difference?– Second act,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1348/147608309X475989,403,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1348/147608309X475989,5786,,False,robots:1 | viewport:1,,,0,,,,0
psychology_psychotherapy_tprp,2019,10.1111/papt.12197,10.1111/papt.12197,Individual experiences of psychological‐based interventions for bipolar disorder: A systematic review and thematic synthesis,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12197,403,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12197,5768,,False,robots:1 | viewport:1,,,0,,,,0
psychology_psychotherapy_tprp,2016,10.1111/papt.12060,10.1111/papt.12060,Pre‐treatment social anxiety severity moderates the impact of mindfulness‐based stress reduction and aerobic exercise,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12060,403,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12060,5768,,False,robots:1 | viewport:1,,,0,,,,0
psychology_psychotherapy_tprp,2021,10.1111/papt.12280,10.1111/papt.12280,Secondary attachment and mental health in Pakistani and Scottish adolescents: A moderated mediation model,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12280,403,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12280,5768,,False,robots:1 | viewport:1,,,0,,,,0
psychology_psychotherapy_tprp,2020,10.1111/papt.12206,10.1111/papt.12206,Counselling for young people and young adults in the voluntary and community sector: An overview of the demographic profile of clients and outcomes,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12206,403,https://bpspsychub.onlinelibrary.wiley.com/doi/10.1111/papt.12206,5768,,False,robots:1 | viewport:1,,,0,,,,0
psychotherapy,2009,10.1037/a0016083,10.1037/a0016083,The use and nature of present-focused interventions in cognitive and behavioral therapies for depression.,https://doi.apa.org/doi/10.1037/a0016083,403,https://doi.apa.org/doi/10.1037/a0016083,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
psychotherapy,2009,10.1037/a0016915,10.1037/a0016915,What have we learned about how the alliance develops over the course of therapy?,https://doi.apa.org/doi/10.1037/a0016915,403,https://doi.apa.org/doi/10.1037/a0016915,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
psychotherapy,2013,10.1037/a0031385,10.1037/a0031385,"Treatment as usual (TAU) for depression: A comparison of psychotherapy, pharmacotherapy, and combined treatment at a large academic medical center.",https://doi.apa.org/doi/10.1037/a0031385,403,https://doi.apa.org/doi/10.1037/a0031385,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
psychotherapy,2013,10.1037/a0031386,10.1037/a0031386,Everyday evidence: Outcomes of psychotherapies in Swedish public health services.,https://doi.apa.org/doi/10.1037/a0031386,403,https://doi.apa.org/doi/10.1037/a0031386,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
psychotherapy,2015,10.1037/a0038799,10.1037/a0038799,Clinicians’ emotional responses and Psychodynamic Diagnostic Manual adult personality disorders: A clinically relevant empirical investigation.,https://doi.apa.org/doi/10.1037/a0038799,403,https://doi.apa.org/doi/10.1037/a0038799,958,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
psychotherapy,2019,10.1037/pst0000225,10.1037/pst0000225,The relationship between trainee therapist traits with the use of self-disclosure and immediacy in psychotherapy.,https://doi.apa.org/doi/10.1037/pst0000225,403,https://doi.apa.org/doi/10.1037/pst0000225,961,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
psychotherapy,2025,10.1037/pst0000567.supp,10.1037/pst0000567.supp,"Supplemental Material for Faultlines Do Not Always Cause Faults: Identity-Based Faultlines, Therapeutic Factors, and Outcome in Chinese Counseling Groups",https://supp.apa.org/psycarticles/supplemental/pst0000567/pst0000567_supp.html,200,https://supp.apa.org/psycarticles/supplemental/pst0000567/pst0000567_supp.html,12035,,False,,,,0,,,,0
psychotherapy,2022,10.1037/pst0000459,10.1037/pst0000459,Correction to Jackson et al. (2022).,https://doi.apa.org/doi/10.1037/pst0000459,403,https://doi.apa.org/doi/10.1037/pst0000459,957,,False,ROBOTS:1 | format-detection:1 | viewport:1,,,0,,,,0
psychotherapy_research,2009,10.1080/10503300903128861,10.1080/10503300903128861,Corrigendum,https://www.tandfonline.com/doi/full/10.1080/10503300903128861,403,https://www.tandfonline.com/doi/full/10.1080/10503300903128861,5768,,False,robots:1 | viewport:1,,,0,,,,0
psychotherapy_research,2007,10.1080/10503300701216298,10.1080/10503300701216298,Therapist and client processes affecting assimilation and outcome in brief psychotherapy,https://www.tandfonline.com/doi/abs/10.1080/10503300701216298,403,https://www.tandfonline.com/doi/abs/10.1080/10503300701216298,5765,,False,robots:1 | viewport:1,,,0,,,,0
psychotherapy_research,2012,10.1080/10503307.2011.622727,10.1080/10503307.2011.622727,Characteristics of client-identified helpful events in emotion-focused therapy for child abuse trauma,https://www.tandfonline.com/doi/full/10.1080/10503307.2011.622727,403,https://www.tandfonline.com/doi/full/10.1080/10503307.2011.622727,5777,,False,robots:1 | viewport:1,,,0,,,,0
psychotherapy_research,2012,10.1080/10503307.2012.709326,10.1080/10503307.2012.709326,The Alliance Negotiation Scale: Psychometric construction and preliminary reliability and validity analysis,https://www.tandfonline.com/doi/abs/10.1080/10503307.2012.709326,403,https://www.tandfonline.com/doi/abs/10.1080/10503307.2012.709326,5774,,False,robots:1 | viewport:1,,,0,,,,0
psychotherapy_research,2016,10.1080/10503307.2014.939118,10.1080/10503307.2014.939118,Measuring change in relating and interrelating during the early stages of psychotherapy: Comparison with a nonpatients' sample,https://www.tandfonline.com/doi/full/10.1080/10503307.2014.939118,403,https://www.tandfonline.com/doi/full/10.1080/10503307.2014.939118,5777,,False,robots:1 | viewport:1,,,0,,,,0
psychotherapy_research,2019,10.1080/10503307.2018.1448479,10.1080/10503307.2018.1448479,The association between patient–therapist MATRIX congruence and treatment outcome,https://www.tandfonline.com/doi/full/10.1080/10503307.2018.1448479,403,https://www.tandfonline.com/doi/full/10.1080/10503307.2018.1448479,5780,,False,robots:1 | viewport:1,,,0,,,,0
psychotherapy_research,2025,10.1080/10503307.2024.2353358,10.1080/10503307.2024.2353358,"Client preferences, therapy activities and preference-activity match as predictors of therapy outcome",https://www.tandfonline.com/doi/full/10.1080/10503307.2024.2353358,403,https://www.tandfonline.com/doi/full/10.1080/10503307.2024.2353358,5780,,False,robots:1 | viewport:1,,,0,,,,0
psychotherapy_research,2020,10.1080/10503307.2019.1688882,10.1080/10503307.2019.1688882,Insight into conflictual relationship patterns: Development and validation of an observer rating scale,https://www.tandfonline.com/doi/full/10.1080/10503307.2019.1688882,403,https://www.tandfonline.com/doi/full/10.1080/10503307.2019.1688882,5780,,False,robots:1 | viewport:1,,,0,,,,0
