article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,keyword_url,normalization_actions,keyword_norm_id,keyword_concept_en_expanded,keyword_concept_polish_expanded,semantic_expanded_action,semantic_expanded_confidence,keyword_semantic_expanded_id,review_flag_expanded
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html",2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,2,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),3,traumatic experience,traumatic experience,traumatic experience,traumatyczny experience,app_sem_1572,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-traumatic+experience/399815,unchanged,app_kw_1626,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,translation_review|expanded_semantic_merge_audit|review_broad_merge
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html",2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),4,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153121,"https://www.archivespp.pl/Psychotherapy-research-and-the-idol-mind,153121,0,2.html",2005,7,4,Psychotherapy research and the idol mind,1,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge
153122,"https://www.archivespp.pl/Clinical-and-neuropsychological-correlates-of-proton-magnetic-resonance-spectroscopy,153122,0,2.html",2005,7,4,Clinical and neuropsychological correlates of proton magnetic resonance spectroscopy detected metabolites in brains of first-episode and chronic schizophrenic patients,1,Schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-Schizophrenia/315456,lowercase,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153122,"https://www.archivespp.pl/Clinical-and-neuropsychological-correlates-of-proton-magnetic-resonance-spectroscopy,153122,0,2.html",2005,7,4,Clinical and neuropsychological correlates of proton magnetic resonance spectroscopy detected metabolites in brains of first-episode and chronic schizophrenic patients,3,cognitive functions,cognitive functions,cognitive function,funkcje poznawcze,app_sem_0301,plural_to_concept:cognitive functions->cognitive function,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-cognitive+functions/821,unchanged,app_kw_0314,cognitive functioning,funkcjonowanie poznawcze,expanded_merge_broad_cognitive,medium,app_sem_exp_0256,semantic_merge_audit|expanded_semantic_merge_audit|review_broad_merge
153124,"https://www.archivespp.pl/Cognitive-appraisal-and-strategies-of-coping-applied-in-an-exam-situation,153124,0,2.html",2005,7,4,Cognitive appraisal and strategies of coping applied in an exam situation,1,exam stress,exam stress,exam stress,exam stres,app_sem_0580,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-exam+stress/116056,unchanged,app_kw_0607,stress,stres,expanded_merge_broad_construct,medium,app_sem_exp_1329,translation_review|expanded_semantic_merge_audit|review_broad_merge
153125,"https://www.archivespp.pl/Relationship-between-the-deterioration-of-cognitive-functions-in-old-age-and-adverse,153125,0,2.html",2005,7,4,Relationship between the deterioration of cognitive functions in old age and adverse life events in childhood,1,childhood,childhood,childhood,childhood,app_sem_0244,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-childhood/310028,unchanged,app_kw_0252,childhood/children,dzieciństwo i dzieci,expanded_merge_life_stage,medium,app_sem_exp_0209,translation_review|expanded_semantic_merge_audit|review_broad_merge
153125,"https://www.archivespp.pl/Relationship-between-the-deterioration-of-cognitive-functions-in-old-age-and-adverse,153125,0,2.html",2005,7,4,Relationship between the deterioration of cognitive functions in old age and adverse life events in childhood,3,cognitive functions,cognitive functions,cognitive function,funkcje poznawcze,app_sem_0301,plural_to_concept:cognitive functions->cognitive function,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-cognitive+functions/821,unchanged,app_kw_0314,cognitive functioning,funkcjonowanie poznawcze,expanded_merge_broad_cognitive,medium,app_sem_exp_0256,semantic_merge_audit|expanded_semantic_merge_audit|review_broad_merge
153128,"https://www.archivespp.pl/Working-memory-dysfunction-in-patients-suffering-from-schizophrenia-and-their-first,153128,0,2.html",2006,8,1,Working memory dysfunction in patients suffering from schizophrenia and their first-degree relatives,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153137,"https://www.archivespp.pl/Working-memory-dysfunction-in-patients-suffering-from-schizophrenia-and-their-first,153137,0,2.html",2006,8,2,Working memory dysfunction in patients suffering from schizophrenia and their first-degree relatives,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153137,"https://www.archivespp.pl/Working-memory-dysfunction-in-patients-suffering-from-schizophrenia-and-their-first,153137,0,2.html",2006,8,2,Working memory dysfunction in patients suffering from schizophrenia and their first-degree relatives,8,Recovery of patients with schizophrenia diagnosis in a day rehabilitation psychiatric ward,recovery of patients with schizophrenia diagnosis in a day rehabilitation psychiatric ward,recovery of patients with schizophrenia diagnosis in a day rehabilitation psychiatric ward,zdrowienie of patients with schizofrenia diagnoza in a day rehabilitation psychiatryczny ward,app_sem_1296,no_semantic_change,token_partial_review,medium,translation_review,"https://www.archivespp.pl/Recovery-of-patients-with-schizophrenia-diagnosis-in-a-day-rehabilitation-psychiatric,207718,0,2.html",lowercase,app_kw_1343,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,translation_review|expanded_semantic_merge_audit|review_broad_merge
153137,"https://www.archivespp.pl/Working-memory-dysfunction-in-patients-suffering-from-schizophrenia-and-their-first,153137,0,2.html",2006,8,2,Working memory dysfunction in patients suffering from schizophrenia and their first-degree relatives,9,Creativity and schizophrenia: a literature review of the problem,creativity and schizophrenia: a literature review of the problem,creativity and schizophrenia: a literature review of the problem,creativity and schizophrenia: a literature przegląd of the problem,app_sem_0385,no_semantic_change,token_partial_review,medium,translation_review,"https://www.archivespp.pl/Creativity-and-schizophrenia-a-literature-review-of-the-problem,203756,0,2.html",lowercase,app_kw_0399,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,translation_review|expanded_semantic_merge_audit|review_broad_merge
153137,"https://www.archivespp.pl/Working-memory-dysfunction-in-patients-suffering-from-schizophrenia-and-their-first,153137,0,2.html",2006,8,2,Working memory dysfunction in patients suffering from schizophrenia and their first-degree relatives,10,Sensory thresholds and the sense of bodily identity in schizophrenia,sensory thresholds and the sense of bodily identity in schizophrenia,sensory thresholds and the sense of bodily identity in schizophrenia,sensory thresholds and the sense of bodily identity in schizofrenia,app_sem_1389,no_semantic_change,token_partial_review,medium,translation_review,"https://www.archivespp.pl/Sensory-thresholds-and-the-sense-of-bodily-identity-in-schizophrenia,184196,0,2.html",lowercase,app_kw_1437,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,translation_review|expanded_semantic_merge_audit|review_broad_merge
153137,"https://www.archivespp.pl/Working-memory-dysfunction-in-patients-suffering-from-schizophrenia-and-their-first,153137,0,2.html",2006,8,2,Working memory dysfunction in patients suffering from schizophrenia and their first-degree relatives,11,Effect of schizophrenia and substance use disorder on depressive symptoms and stressful life events,effect of schizophrenia and substance use disorder on depressive symptoms and stressful life events,effect of schizophrenia and substance use disorder on depressive symptoms and stressful life events,effect of schizofrenia and zaburzenie używania substancji on depressive objawy and stressful życie events,app_sem_0525,no_semantic_change,token_partial_review,medium,translation_review,"https://www.archivespp.pl/Effect-of-schizophrenia-and-substance-use-disorder-on-depressive-symptoms-and-stressful,177185,0,2.html",lowercase,app_kw_0550,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,translation_review|expanded_semantic_merge_audit|review_broad_merge
153137,"https://www.archivespp.pl/Working-memory-dysfunction-in-patients-suffering-from-schizophrenia-and-their-first,153137,0,2.html",2006,8,2,Working memory dysfunction in patients suffering from schizophrenia and their first-degree relatives,12,"Changes in inflammatory parameters and antioxidants and their impact on clinical symptoms, including cognitive functions, in patients with schizophrenia - scoping review","changes in inflammatory parameters and antioxidants and their impact on clinical symptoms, including cognitive functions, in patients with schizophrenia-scoping review","changes in inflammatory parameters and antioxidants and their impact on clinical symptoms, including cognitive functions, in patients with schizophrenia-scoping review","changes in inflammatory parameters and antioxidants and their impact on clinical symptoms, including funkcje poznawczes, in patients with schizofrenia-scoping przegląd",app_sem_0235,no_semantic_change,token_partial_review,medium,translation_review,"https://www.archivespp.pl/Changes-in-inflammatory-parameters-and-antioxidants-and-their-impact-on-clinical,176264,0,2.html",lowercase|hyphen_spacing,app_kw_0243,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,translation_review|expanded_semantic_merge_audit|review_broad_merge
153134,"https://www.archivespp.pl/Characteristics-of-pain-experienced-in-major-depression,153134,0,2.html",2006,8,2,Characteristics of pain experienced in major depression,1,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153135,"https://www.archivespp.pl/Depressive-disorders-in-patients-suffering-from-anorexia-nervosa,153135,0,2.html",2006,8,2,Depressive disorders in patients suffering from anorexia nervosa,1,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153135,"https://www.archivespp.pl/Depressive-disorders-in-patients-suffering-from-anorexia-nervosa,153135,0,2.html",2006,8,2,Depressive disorders in patients suffering from anorexia nervosa,3,children,children,children,dzieci,app_sem_0249,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-children/257,unchanged,app_kw_0257,childhood/children,dzieciństwo i dzieci,expanded_merge_life_stage,medium,app_sem_exp_0209,expanded_semantic_merge_audit|review_broad_merge
153139,"https://www.archivespp.pl/Assessment-of-changes-in-the-severity-of-depressive-and-anxiety-symptoms-using-a,153139,0,2.html",2006,8,3,Assessment of changes in the severity of depressive and anxiety symptoms using a tripartite model of anxiety and depression,1,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge
153139,"https://www.archivespp.pl/Assessment-of-changes-in-the-severity-of-depressive-and-anxiety-symptoms-using-a,153139,0,2.html",2006,8,3,Assessment of changes in the severity of depressive and anxiety symptoms using a tripartite model of anxiety and depression,2,tripartite model of anxiety and depression,tripartite model of anxiety and depression,tripartite model of anxiety and depression,tripartite model of lęk and depresja,app_sem_1582,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-tripartite+model+of+anxiety+and+depression/438053,unchanged,app_kw_1636,anxiety/anxiety disorders,lęk i zaburzenia lękowe,expanded_merge_broad_clinical,medium,app_sem_exp_0073,translation_review|expanded_semantic_merge_audit|review_broad_merge
153147,"https://www.archivespp.pl/Social-functioning-determinants-in-chosen-mental-disorders,153147,0,2.html",2006,8,4,Social functioning determinants in chosen mental disorders,3,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153147,"https://www.archivespp.pl/Social-functioning-determinants-in-chosen-mental-disorders,153147,0,2.html",2006,8,4,Social functioning determinants in chosen mental disorders,5,anxiety disorders,anxiety disorders,anxiety disorder,zaburzenie lękowe,app_sem_0090,plural_to_concept:anxiety disorders->anxiety disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-anxiety+disorders/2081,unchanged,app_kw_0095,anxiety/anxiety disorders,lęk i zaburzenia lękowe,expanded_merge_broad_clinical,medium,app_sem_exp_0073,semantic_merge_audit|expanded_semantic_merge_audit|review_broad_merge
153148,"https://www.archivespp.pl/Pro-and-antioxidant-processes-in-schizophrenics-with-tardive-dyskinesia,153148,0,2.html",2006,8,4,Pro- and antioxidant processes in schizophrenics with tardive dyskinesia,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153151,"https://www.archivespp.pl/Features-of-bipolarity-among-unipolars,153151,0,2.html",2007,9,1-2,Features of bipolarity among unipolars,1,recurrent depressive disorder,recurrent depressive disorder,recurrent depressive disorder,recurrent depressive disorder,app_sem_1298,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-recurrent+depressive+disorder/200598,unchanged,app_kw_1345,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,translation_review|expanded_semantic_merge_audit|review_broad_merge
153152,"https://www.archivespp.pl/Risk-behaviours-as-a-dimension-of-mental-health-assessment-in-adolescents,153152,0,2.html",2007,9,1-2,Risk behaviours as a dimension of mental health assessment in adolescents,3,adolescents,adolescents,adolescents,adolescenci,app_sem_0024,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-adolescents/15201,unchanged,app_kw_0024,adolescence/adolescents,adolescencja i adolescenci,expanded_merge_life_stage,medium,app_sem_exp_0017,expanded_semantic_merge_audit|review_broad_merge
153153,"https://www.archivespp.pl/Depressiveness-in-adolescents-from-different-environments-city-and-village-during,153153,0,2.html",2007,9,1-2,"Depressiveness in adolescents from different environments: city and village, during their education in junior secondary school (gymnasium; a three-year school for pupils aged 13-15)",1,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153153,"https://www.archivespp.pl/Depressiveness-in-adolescents-from-different-environments-city-and-village-during,153153,0,2.html",2007,9,1-2,"Depressiveness in adolescents from different environments: city and village, during their education in junior secondary school (gymnasium; a three-year school for pupils aged 13-15)",2,adolescence,adolescence,adolescence,adolescencja,app_sem_0019,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-adolescence/2243,unchanged,app_kw_0019,adolescence/adolescents,adolescencja i adolescenci,expanded_merge_life_stage,medium,app_sem_exp_0017,expanded_semantic_merge_audit|review_broad_merge
153155,"https://www.archivespp.pl/Relation-of-manganese-superoxide-dismutase-gene-polymorphism-with-tardive-dyskinesias,153155,0,2.html",2007,9,1-2,Relation of manganese superoxide dismutase gene polymorphism with tardive dyskinesias symptoms in the Polish population,3,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153156,"https://www.archivespp.pl/Psychotic-disorders-as-a-complication-of-interferon-alpha-treatment-of-hepatitis,153156,0,2.html",2007,9,1-2,Psychotic disorders as a complication of interferon-alpha treatment of hepatitis C,2,psychotic disorders,psychotic disorders,psychotic disorder,zaburzenie psychotyczne,app_sem_1277,plural_to_concept:psychotic disorders->psychotic disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-psychotic+disorders/321282,unchanged,app_kw_1323,psychotic disorders,zaburzenia psychotyczne,expanded_merge_broad_clinical,medium,app_sem_exp_1144,semantic_merge_audit|expanded_semantic_merge_audit|review_broad_merge
153158,"https://www.archivespp.pl/Treatment-program-for-dual-diagnosis-substance-abusers,153158,0,2.html",2007,9,1-2,Treatment program for dual-diagnosis substance abusers,5,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153161,"https://www.archivespp.pl/Association-of-functional-genes-polymorphisms-of-key-enzymes-in-the-metabolism-of,153161,0,2.html",2007,9,3,Association of functional genes polymorphisms of key enzymes in the metabolism of biogenic amines with paranoid schizophrenia susceptibility and the influence of these polymorphisms on PANSS results in antipsychotic treatment,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153165,"https://www.archivespp.pl/The-role-of-psychoeducation-in-the-complex-treatment-of-bipolar-disorder,153165,0,2.html",2007,9,3,The role of psychoeducation in the complex treatment of bipolar disorder,3,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge
153166,"https://www.archivespp.pl/A-prospective-study-on-the-dynamics-of-depression-in-late-adolescence,153166,0,2.html",2007,9,3,A prospective study on the dynamics of depression in late adolescence,1,adolescent depression,adolescent depression,adolescent depression,depresja adolescentów,app_sem_0021,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-adolescent+depression/98211,unchanged,app_kw_0021,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153166,"https://www.archivespp.pl/A-prospective-study-on-the-dynamics-of-depression-in-late-adolescence,153166,0,2.html",2007,9,3,A prospective study on the dynamics of depression in late adolescence,2,epidemiology of mental disorders in adolescence,epidemiology of mental disorders in adolescence,epidemiology of mental disorders in adolescence,epidemiologia zaburzeń psychicznych w adolescencji,app_sem_0567,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-epidemiology+of+mental+disorders+in+adolescence/438079,unchanged,app_kw_0594,mental disorders,zaburzenia psychiczne,expanded_merge_broad_clinical,medium,app_sem_exp_0807,expanded_semantic_merge_audit|review_broad_merge
153168,"https://www.archivespp.pl/Depressive-symptoms-in-patients-with-coronary-artery-disease-after-percutaneous-coronary,153168,0,2.html",2007,9,3,Depressive symptoms in patients with coronary artery disease after percutaneous coronary interventions (PCIs),3,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153169,"https://www.archivespp.pl/Relationship-between-depressive-symptoms-and-quality-of-life-in-patients-with-coronary,153169,0,2.html",2007,9,3,Relationship between depressive symptoms and quality of life in patients with coronary artery disease before and after percutaneus coronary interventions,3,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
