article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,keyword_url,normalization_actions,keyword_norm_id,keyword_concept_en_expanded,keyword_concept_polish_expanded,semantic_expanded_action,semantic_expanded_confidence,keyword_semantic_expanded_id,review_flag_expanded,keyword_concept_en_final,semantic_3c_action,semantic_3c_confidence,keyword_concept_polish_final,polish_translation_method_3c,review_flag_3c,keyword_semantic_3c_id
153102,"https://www.archivespp.pl/Obessive-compulsive-disorder-psychopathology-and-therapy,153102,0,2.html",2005,7,1,Obessive-compulsive disorder - psychopathology and therapy,1,obsessive-compulsive disorder,obsessive-compulsive disorder,obsessive-compulsive disorder,zaburzenie obsesyjno-kompulsyjne,app_sem_1024,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-obsessive-compulsive+disorder/3369,unchanged,app_kw_1060,obsessive-compulsive disorder,zaburzenie obsesyjno-kompulsyjne,no_expanded_semantic_change,high,app_sem_exp_0918,ok,obsessive-compulsive disorder,merge_ocd_family,high,zaburzenie obsesyjno-kompulsyjne,glossary_final,ok,app_sem3c_1207
153102,"https://www.archivespp.pl/Obessive-compulsive-disorder-psychopathology-and-therapy,153102,0,2.html",2005,7,1,Obessive-compulsive disorder - psychopathology and therapy,2,psychotherapy outcome,psychotherapy outcome,psychotherapy outcome,wynik psychoterapii,app_sem_1273,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy+outcome/213183,unchanged,app_kw_1317,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge,psychotherapy,merge_psychotherapy_family,high,psychoterapia,glossary_final,ok,app_sem3c_0930
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,1,systemic family consultation,systemic family consultation,systemic family consultation,systemowa konsultacja rodzinna,app_sem_1517,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-systemic+family+consultation/438009,unchanged,app_kw_1571,systemic family consultation,systemowa konsultacja rodzinna,no_expanded_semantic_change,high,app_sem_exp_1357,ok,children/adolescents/family,merge_child_adolescent_family,medium,"dzieci, adolescenci i rodzina",glossary_final,ok,app_sem3c_0321
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,2,psychosis,psychosis,psychosis,psychoza,app_sem_1256,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychosis/1699,unchanged,app_kw_1297,psychotic disorders,zaburzenia psychotyczne,expanded_merge_broad_clinical,medium,app_sem_exp_1144,expanded_semantic_merge_audit|review_broad_merge,schizophrenia/psychotic disorders,merge_psychosis_schizophrenia_family,medium,schizofrenia i zaburzenia psychotyczne,glossary_final,ok,app_sem3c_0987
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,3,diagnosis,diagnosis,diagnosis,diagnoza,app_sem_0447,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-diagnosis/360,unchanged,app_kw_0463,diagnosis,diagnoza,no_expanded_semantic_change,high,app_sem_exp_0387,ok,assessment/psychometrics,merge_assessment_psychometrics,medium,ocena kliniczna i psychometria,glossary_final,ok,app_sem3c_0747
153103,"https://www.archivespp.pl/Systems-consultation-opportunities-and-limitations,153103,0,2.html",2005,7,1,Systems consultation: opportunities and limitations,4,psychotherapeutic pro-,psychotherapeutic pro-,psychotherapeutic process,proces psychoterapeutyczny,app_sem_1266,exact_map:psychotherapeutic pro-->psychotherapeutic process,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-psychotherapeutic+pro-/438010,unchanged,app_kw_1309,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,semantic_merge_audit|expanded_semantic_merge_audit|review_broad_merge,psychotherapy,merge_psychotherapy_family,high,psychoterapia,glossary_final,ok,app_sem3c_0930
153104,"https://www.archivespp.pl/Disorganised-attachment-and-borderline-personality-disorder-a-clinical-perspective,153104,0,2.html",2005,7,1,Disorganised attachment and borderline personality disorder: a clinical perspective,1,disorganised attachment,disorganised attachment,disorganised attachment,zdezorganizowane przywiązanie,app_sem_0465,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-disorganised+attachment/438011,unchanged,app_kw_0481,disorganised attachment,zdezorganizowane przywiązanie,no_expanded_semantic_change,high,app_sem_exp_0403,ok,disorganised attachment,no_additional_merge,high,zdezorganizowane przywiązanie,previous_polish_retained,ok,app_sem3c_1214
153104,"https://www.archivespp.pl/Disorganised-attachment-and-borderline-personality-disorder-a-clinical-perspective,153104,0,2.html",2005,7,1,Disorganised attachment and borderline personality disorder: a clinical perspective,2,borderline personality disorder,borderline personality disorder,borderline personality disorder,zaburzenie osobowości borderline,app_sem_0187,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-borderline+personality+disorder/1061,unchanged,app_kw_0194,borderline personality disorder,zaburzenie osobowości borderline,expanded_merge_abbreviation,high,app_sem_exp_0154,expanded_semantic_merge_audit,personality/personality disorders,merge_personality_family,medium,osobowość i zaburzenia osobowości,glossary_final,ok,app_sem3c_0764
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,1,AIDS,aids,aids,AIDS,app_sem_0047,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-AIDS/2333,lowercase,app_kw_0048,aids,AIDS,no_expanded_semantic_change,high,app_sem_exp_0038,ok,aids,no_additional_merge,high,aids,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0029
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,2,emotional reaction,emotional reaction,emotional reaction,reakcja emocjonalna,app_sem_0553,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-emotional+reaction/211882,unchanged,app_kw_0579,emotional reaction,reakcja emocjonalna,no_expanded_semantic_change,high,app_sem_exp_0478,ok,emotional reaction,no_additional_merge,high,emotional reaction,fallback_untranslated_or_international,ok,app_sem3c_0368
153105,"https://www.archivespp.pl/Reaction-phases-following-HIV-positive-diagnosis,153105,0,2.html",2005,7,1,Reaction phases following HIV positive diagnosis,3,HIV,hiv,hiv,HIV,app_sem_0722,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-HIV/1608,lowercase,app_kw_0753,hiv,HIV,no_expanded_semantic_change,high,app_sem_exp_0629,ok,hiv,no_additional_merge,high,hiv,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0490
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,1,Russia,russia,russia,russia,app_sem_1338,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Russia/63915,lowercase,app_kw_1386,russia,russia,no_expanded_semantic_change,low,app_sem_exp_1200,translation_review,russia,no_additional_merge,low,russia,fallback_untranslated_or_international,ok,app_sem3c_0977
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,2,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge,psychotherapy,merge_psychotherapy_family,high,psychoterapia,glossary_final,ok,app_sem3c_0930
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,3,culture,culture,culture,kultura,app_sem_0394,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-culture/12314,unchanged,app_kw_0408,culture,kultura,no_expanded_semantic_change,high,app_sem_exp_0340,ok,culture,no_additional_merge,high,culture,fallback_untranslated_or_international,ok,app_sem3c_0246
153106,"https://www.archivespp.pl/Native-psychotherapy-in-Russia,153106,0,2.html",2005,7,1,Native psychotherapy in Russia,4,suffering,suffering,suffering,cierpienie,app_sem_1498,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-suffering/59075,unchanged,app_kw_1551,suffering,cierpienie,no_expanded_semantic_change,high,app_sem_exp_1344,ok,suffering,no_additional_merge,high,suffering,fallback_untranslated_or_international,ok,app_sem3c_1082
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,1,social functioning,social functioning,social functioning,funkcjonowanie społeczne,app_sem_1437,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-social+functioning/2951,unchanged,app_kw_1488,social functioning,funkcjonowanie społeczne,no_expanded_semantic_change,high,app_sem_exp_1292,ok,social functioning/support,merge_social_family,medium,funkcjonowanie społeczne i wsparcie społeczne,glossary_final,ok,app_sem3c_0443
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,2,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge,schizophrenia/psychotic disorders,merge_psychosis_schizophrenia_family,medium,schizofrenia i zaburzenia psychotyczne,glossary_final,ok,app_sem3c_0987
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,3,first-episode,first-episode,first-episode,pierwszy epizod,app_sem_0628,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-first-episode/438012,unchanged,app_kw_0657,first-episode,pierwszy epizod,no_expanded_semantic_change,high,app_sem_exp_0543,ok,first-episode,no_additional_merge,high,first-episode,fallback_untranslated_or_international,ok,app_sem3c_0421
153107,"https://www.archivespp.pl/Social-functioning-in-first-episode-schizophrenia-1-year-follow-up-study,153107,0,2.html",2005,7,2,Social functioning in first-episode schizophrenia: 1-year follow-up study,4,1-year follow-up,1-year follow-up,1-year follow-up,1-year follow-up,app_sem_0001,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-1-year+follow-up/438013,unchanged,app_kw_0001,1-year follow-up,1-year follow-up,no_expanded_semantic_change,low,app_sem_exp_0001,translation_review,1-year follow-up,no_additional_merge,low,1-year follow-up,fallback_untranslated_or_international,ok,app_sem3c_0001
153108,"https://www.archivespp.pl/Coping-with-stress-in-subjects-who-have-experienced-a-traumatic-situation,153108,0,2.html",2005,7,2,Coping with stress in subjects who have experienced a traumatic situation,1,coping styles,coping styles,coping style,styl radzenia sobie,app_sem_0358,exact_map:coping styles->coping style,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-coping+styles/36236,unchanged,app_kw_0372,coping style,styl radzenia sobie,no_expanded_semantic_change,high,app_sem_exp_0307,semantic_merge_audit,coping style,no_additional_merge,high,coping style,fallback_untranslated_or_international,ok,app_sem3c_0215
153108,"https://www.archivespp.pl/Coping-with-stress-in-subjects-who-have-experienced-a-traumatic-situation,153108,0,2.html",2005,7,2,Coping with stress in subjects who have experienced a traumatic situation,2,experience of trauma,experience of trauma,experience of trauma,experience of trauma,app_sem_0585,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-experience+of+trauma/438014,unchanged,app_kw_0613,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,translation_review|expanded_semantic_merge_audit|review_broad_merge,trauma/traumatic experiences,merge_trauma_family,medium,trauma i doświadczenia traumatyczne,glossary_final,ok,app_sem3c_1137
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,1,PTSD,ptsd,post-traumatic stress disorder,zespół stresu pourazowego,app_sem_1150,exact_map:ptsd->post-traumatic stress disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-PTSD/4808,lowercase,app_kw_1326,post-traumatic stress disorder,zespół stresu pourazowego,expanded_merge_ptsd_variants,medium,app_sem_exp_1034,semantic_merge_audit|expanded_semantic_merge_audit,trauma/traumatic experiences,merge_trauma_family,medium,trauma i doświadczenia traumatyczne,glossary_final,ok,app_sem3c_1137
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,2,flood,flood,flood,powódź,app_sem_0636,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-flood/3414,unchanged,app_kw_0665,flood,powódź,no_expanded_semantic_change,high,app_sem_exp_0550,ok,flood,no_additional_merge,high,powódź,previous_polish_retained,ok,app_sem3c_0835
153109,"https://www.archivespp.pl/Posttraumatic-stress-disorder-PTSD-as-a-result-of-the-1997-flood-incidence-and-clinical,153109,0,2.html",2005,7,2,Posttraumatic stress disorder (PTSD) as a result of the 1997 flood - incidence and clinical picture,3,CIDI,cidi,cidi,CIDI,app_sem_0264,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-CIDI/13441,lowercase,app_kw_0272,cidi,CIDI,no_expanded_semantic_change,high,app_sem_exp_0222,ok,cidi,no_additional_merge,high,cidi,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0168
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,1,symptom dynamics,symptom dynamics,symptom dynamics,dynamika objawów,app_sem_1511,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-symptom+dynamics/438015,unchanged,app_kw_1565,symptom dynamics,dynamika objawów,no_expanded_semantic_change,high,app_sem_exp_1352,ok,symptom dynamics,no_additional_merge,high,dynamika objawów,previous_polish_retained,ok,app_sem3c_0314
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,2,neurotic disorders,neurotic disorders,neurotic disorder,zaburzenie nerwicowe,app_sem_0986,plural_to_concept:neurotic disorders->neurotic disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-neurotic+disorders/1261,unchanged,app_kw_1021,neurotic disorder,zaburzenie nerwicowe,no_expanded_semantic_change,high,app_sem_exp_0882,semantic_merge_audit,neurotic disorder,no_additional_merge,high,zaburzenie nerwicowe,glossary_final,ok,app_sem3c_1206
153110,"https://www.archivespp.pl/Statistic-analysis-of-the-neurotic-symptom-dynamics-during-intensive-psychotherapy,153110,0,2.html",2005,7,2,Statistic analysis of the neurotic symptom dynamics during intensive psychotherapy in a day hospital setting,3,psychotherapy research,psychotherapy research,psychotherapy research,badania nad psychoterapią,app_sem_1275,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy+research/267490,unchanged,app_kw_1320,psychotherapy research,badania nad psychoterapią,no_expanded_semantic_change,high,app_sem_exp_1142,ok,psychotherapy,merge_psychotherapy_family,high,psychoterapia,glossary_final,ok,app_sem3c_0930
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,1,sparteine oxidation,sparteine oxidation,sparteine oxidation,sparteine oxidation,app_sem_1458,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-sparteine+oxidation/438016,unchanged,app_kw_1510,sparteine oxidation,sparteine oxidation,no_expanded_semantic_change,low,app_sem_exp_1311,translation_review,sparteine oxidation,no_additional_merge,low,sparteine oxidation,fallback_untranslated_or_international,ok,app_sem3c_1045
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,2,CYP2D,cyp2d,cyp2d,cyp2d,app_sem_0399,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-CYP2D/438017,lowercase,app_kw_0413,cyp2d,cyp2d,no_expanded_semantic_change,low,app_sem_exp_0345,translation_review,cyp2d,no_additional_merge,low,cyp2d,fallback_untranslated_or_international,ok,app_sem3c_0251
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,3,alcohol dependence,alcohol dependence,alcohol dependence,uzależnienie od alkoholu,app_sem_0052,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-alcohol+dependence/680,unchanged,app_kw_0053,alcohol use disorder,zaburzenie używania alkoholu,expanded_merge_historical_terms,medium,app_sem_exp_0042,expanded_semantic_merge_audit|review_broad_merge,alcohol use disorder,merge_alcohol_use_family,high,zaburzenie używania alkoholu,glossary_final,ok,app_sem3c_1209
153111,"https://www.archivespp.pl/Sparteine-oxidation-rate-in-alcohol-dependent-patients,153111,0,2.html",2005,7,2,Sparteine oxidation rate in alcohol dependent patients,4,alcohol withdrawal syndrome,alcohol withdrawal syndrome,alcohol withdrawal syndrome,alkohol withdrawal zespół,app_sem_0055,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-alcohol+withdrawal+syndrome/356330,unchanged,app_kw_0057,alcohol withdrawal syndrome,alkohol withdrawal zespół,no_expanded_semantic_change,medium,app_sem_exp_0043,translation_review,alcohol withdrawal syndrome,no_additional_merge,medium,alkohol withdrawal zespół,previous_polish_retained,ok,app_sem3c_0036
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,1,death instinct,death instinct,death instinct,death instinct,app_sem_0408,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-death+instinct/438018,unchanged,app_kw_0422,death instinct,death instinct,no_expanded_semantic_change,low,app_sem_exp_0354,translation_review,death instinct,no_additional_merge,low,death instinct,fallback_untranslated_or_international,ok,app_sem3c_0261
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,2,human destructiveness,human destructiveness,human destructiveness,human destructiveness,app_sem_0734,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-human+destructiveness/438019,unchanged,app_kw_0765,human destructiveness,human destructiveness,no_expanded_semantic_change,low,app_sem_exp_0641,translation_review,human destructiveness,no_additional_merge,low,human destructiveness,fallback_untranslated_or_international,ok,app_sem3c_0501
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,3,early childhood trauma,early childhood trauma,early childhood trauma,early childhood trauma,app_sem_0497,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-early+childhood+trauma/438020,unchanged,app_kw_0514,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,translation_review|expanded_semantic_merge_audit|review_broad_merge,trauma/traumatic experiences,merge_trauma_family,medium,trauma i doświadczenia traumatyczne,glossary_final,ok,app_sem3c_1137
153112,"https://www.archivespp.pl/New-aspects-of-Freud-s-concept-of-the-death-instinct,153112,0,2.html",2005,7,2,New aspects of Freud's concept of the death instinct,4,neuroscience,neuroscience,neuroscience,neuronauka,app_sem_0983,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-neuroscience/1471,unchanged,app_kw_1017,neuroscience,neuronauka,no_expanded_semantic_change,high,app_sem_exp_0879,ok,neuroscience,no_additional_merge,high,neuroscience,fallback_untranslated_or_international,ok,app_sem3c_0718
153113,"https://www.archivespp.pl/The-influence-of-Antoni-Kepinski-s-ideas-on-Jozef-Tischner-s-philosophy-and-its-psychiatric,153113,0,2.html",2005,7,2,The influence of Antoni Kepinski's ideas on Jozef Tischner's philosophy and its psychiatric implications,1,experience of values,experience of values,experience of values,experience of values,app_sem_0586,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-experience+of+values/438021,unchanged,app_kw_0614,experience of values,experience of values,no_expanded_semantic_change,low,app_sem_exp_0505,translation_review,experience of values,no_additional_merge,low,experience of wartości,fallback_phrase_translation,ok,app_sem3c_0394
