article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,keyword_url,normalization_actions,keyword_norm_id,keyword_concept_en_expanded,keyword_concept_polish_expanded,semantic_expanded_action,semantic_expanded_confidence,keyword_semantic_expanded_id,review_flag_expanded,keyword_concept_en_final,semantic_3c_action,semantic_3c_confidence,keyword_concept_polish_final,polish_translation_method_3c,review_flag_3c,keyword_semantic_3c_id
153150,"https://www.archivespp.pl/Its-majesty-The-Self,153150,0,2.html",2007,9,1-2,Its majesty - The Self,2,ego,ego,ego,ego,app_sem_0529,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-ego/223301,unchanged,app_kw_0555,ego,ego,no_expanded_semantic_change,low,app_sem_exp_0454,translation_review,ego,no_additional_merge,low,ego,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0345
153174,"https://www.archivespp.pl/Picture-of-posttraumatic-stress-disorder-among-flood-victims-correlated-to-scale,153174,0,2.html",2007,9,4,Picture of posttraumatic stress disorder among flood victims correlated to scale of sustained loss,5,CIDI,cidi,cidi,CIDI,app_sem_0264,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-CIDI/13441,lowercase,app_kw_0272,cidi,CIDI,no_expanded_semantic_change,high,app_sem_exp_0222,ok,cidi,no_additional_merge,high,cidi,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0168
153224,"https://www.archivespp.pl/Desensitization-of-conflicted-feelings-using-the-ATOS-to-measure-early-change-in,153224,0,2.html",2009,11,1,Desensitization of conflicted feelings: using the ATOS to measure early change in a single-case affect phobia therapy treatment,1,ATOS,atos,atos,atos,app_sem_0114,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-ATOS/438119,lowercase,app_kw_0119,atos,atos,no_expanded_semantic_change,low,app_sem_exp_0094,translation_review,atos,no_additional_merge,low,atos,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0072
153274,"https://www.archivespp.pl/Interpersonal-behaviours-and-BPD-Are-specific-interpersonal-behaviours-related-to,153274,0,2.html",2010,12,3,Interpersonal behaviours and BPD. Are specific interpersonal behaviours related to borderline personality disorder? An empirical study using the Core Conflictual Relationship Theme standard categories,6,CCRT,ccrt,ccrt,CCRT,app_sem_0228,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-CCRT/438164,lowercase,app_kw_0236,ccrt,CCRT,no_expanded_semantic_change,high,app_sem_exp_0193,ok,ccrt,no_additional_merge,high,ccrt,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0154
153280,"https://www.archivespp.pl/Pilot-study-of-KON-2006-in-the-Czech-Republic,153280,0,2.html",2010,12,3,Pilot study of KON-2006 in the Czech Republic,4,PSSI-Persnlichkeits-Stil-und Strungs-Inventar,pssi-persnlichkeits-stil-und strungs-inventar,pssi-persnlichkeits-stil-und strungs-inventar,pssi-persnlichkeits-stil-und strungs-inventar,app_sem_1196,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-PSSI-Persnlichkeits-Stil-und+Strungs-Inventar/438172,lowercase,app_kw_1236,pssi-persnlichkeits-stil-und strungs-inventar,pssi-persnlichkeits-stil-und strungs-inventar,no_expanded_semantic_change,low,app_sem_exp_1073,translation_review,pssi-persnlichkeits-stil-und strungs-inventar,no_additional_merge,low,pssi-persnlichkeits-stil-und strungs-inventar,fallback_untranslated_or_international,strong_review_typo_or_garbled_term,app_sem3c_0882
153281,"https://www.archivespp.pl/Self-perception-among-patients-with-multiple-sclerosis,153281,0,2.html",2010,12,3,Self perception among patients with multiple sclerosis,3,ACL,acl,acl,acl,app_sem_0009,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-ACL/27025,lowercase,app_kw_0009,acl,acl,no_expanded_semantic_change,low,app_sem_exp_0008,translation_review,acl,no_additional_merge,low,acl,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0007
153336,"https://www.archivespp.pl/Haplotype-analysis-of-DRD2-and-ANKK1-gene-polymorphisms-in-alcohol-dependence,153336,0,2.html",2012,14,2,Haplotype analysis of DRD2 and ANKK1 gene polymorphisms in alcohol dependence,1,STRP,strp,strp,strp,app_sem_1483,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-STRP/379993,lowercase,app_kw_1535,strp,strp,no_expanded_semantic_change,low,app_sem_exp_1332,translation_review,strp,no_additional_merge,low,strp,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_1069
153339,"https://www.archivespp.pl/Assessing-the-link-between-coping-patterns-and-interpersonal-behaviors-in-depressed,153339,0,2.html",2012,14,2,Assessing the link between coping patterns and interpersonal behaviors in depressed women,5,CPRS,cprs,cprs,CPRS,app_sem_0382,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-CPRS/71296,lowercase,app_kw_0396,cprs,CPRS,no_expanded_semantic_change,high,app_sem_exp_0329,ok,cprs,no_additional_merge,high,cprs,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0234
153339,"https://www.archivespp.pl/Assessing-the-link-between-coping-patterns-and-interpersonal-behaviors-in-depressed,153339,0,2.html",2012,14,2,Assessing the link between coping patterns and interpersonal behaviors in depressed women,7,SASB,sasb,sasb,sasb,app_sem_1342,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-SASB/438242,lowercase,app_kw_1390,sasb,sasb,no_expanded_semantic_change,low,app_sem_exp_1203,translation_review,sasb,no_additional_merge,low,sasb,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0984
153356,"https://www.archivespp.pl/Determination-of-venlafaxine-and-its-metabolites-in-biological-materials,153356,0,2.html",2012,14,4,Determination of venlafaxine and its metabolites in biological materials,3,HPLC,hplc,hplc,hplc,app_sem_0732,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-HPLC/5793,lowercase,app_kw_0763,hplc,hplc,no_expanded_semantic_change,low,app_sem_exp_0639,translation_review,hplc,no_additional_merge,low,hplc,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0500
153356,"https://www.archivespp.pl/Determination-of-venlafaxine-and-its-metabolites-in-biological-materials,153356,0,2.html",2012,14,4,Determination of venlafaxine and its metabolites in biological materials,5,LC,lc,lc,lc,app_sem_0842,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-LC/263761,lowercase,app_kw_0874,lc,lc,no_expanded_semantic_change,low,app_sem_exp_0746,translation_review,lc,no_additional_merge,low,lc,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0608
153357,"https://www.archivespp.pl/Osteogenesis-imperfecta-associated-with-recurrent-depressive-episodes-and-postpartum,153357,0,2.html",2012,14,4,Osteogenesis imperfecta associated with recurrent depressive episodes and postpartum psychosis in a 27-year-old women,6,gene,gene,gene,gene,app_sem_0663,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-gene/6193,unchanged,app_kw_0692,gene,gene,no_expanded_semantic_change,low,app_sem_exp_0576,translation_review,gene,no_additional_merge,low,gene,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0449
153363,"https://www.archivespp.pl/A-study-of-the-similarity-between-three-models-of-interpersonal-functioning-of-patients,153363,0,2.html",2013,15,1,A study of the similarity between three models of interpersonal functioning of patients with borderline personality disorder. Submitted as a brief research report,3,CCRT,ccrt,ccrt,CCRT,app_sem_0228,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-CCRT/438164,lowercase,app_kw_0236,ccrt,CCRT,no_expanded_semantic_change,high,app_sem_exp_0193,ok,ccrt,no_additional_merge,high,ccrt,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0154
57937,"https://www.archivespp.pl/Stress-coping-mechanisms-in-patients-with-chronic-dermatoses-,57937,0,2.html",2013,15,3,Stress coping mechanisms in patients with chronic dermatoses.,2,psorasis,psorasis,psorasis,psorasis,app_sem_1194,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-psorasis/1087,unchanged,app_kw_1234,psorasis,psorasis,no_expanded_semantic_change,low,app_sem_exp_1071,translation_review,psorasis,no_additional_merge,low,psorasis,fallback_untranslated_or_international,strong_review_typo_or_garbled_term,app_sem3c_0881
57990,"https://www.archivespp.pl/Developing-an-instrument-for-assessing-fidelity-to-the-intervention-in-the-Critical-Time-Intervention-Task-Shifting-CTI-TS-preliminary-report,57990,0,2.html",2014,16,1,Developing an instrument for assessing fidelity to the intervention in the Critical Time Intervention – Task Shifting (CTI-TS) - preliminary report,2,Protocol compliance,protocol compliance,protocol compliance,protocol compliance,app_sem_1192,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Protocol+compliance/4439,lowercase,app_kw_1232,protocol compliance,protocol compliance,no_expanded_semantic_change,low,app_sem_exp_1069,translation_review,protocol compliance,no_additional_merge,low,przestrzeganie protokołu,fallback_phrase_translation,strong_review_non_substantive_or_metadata,app_sem3c_0873
57932,"https://www.archivespp.pl/Why-the-DSM-,57932,0,2.html",2014,16,1,Why the DSM?,2,DSM5,dsm5,dsm5,dsm5,app_sem_0486,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-DSM5/6278,lowercase,app_kw_0502,dsm5,dsm5,no_expanded_semantic_change,low,app_sem_exp_0420,translation_review,dsm5,no_additional_merge,low,dsm5,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0311
57956,"https://www.archivespp.pl/Time-to-choose-DSM-5-ICD-11-or-both-,57956,0,2.html",2014,16,3,"Time to choose – DSM-5, ICD-11 or both?",3,DSM,dsm,dsm,dsm,app_sem_0484,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-DSM/11972,lowercase,app_kw_0500,dsm,dsm,no_expanded_semantic_change,low,app_sem_exp_0418,translation_review,dsm,no_additional_merge,low,dsm,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0309
57956,"https://www.archivespp.pl/Time-to-choose-DSM-5-ICD-11-or-both-,57956,0,2.html",2014,16,3,"Time to choose – DSM-5, ICD-11 or both?",4,ICD,icd,icd,icd,app_sem_0750,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-ICD/11973,lowercase,app_kw_0782,icd,icd,no_expanded_semantic_change,low,app_sem_exp_0657,translation_review,icd,no_additional_merge,low,icd,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0515
57969,"https://www.archivespp.pl/Why-is-it-important-to-monitor-the-diet-of-overweight-patients-with-depressive-disorders-,57969,0,2.html",2014,16,4,Why is it important to monitor the diet of overweight patients with depressive disorders?,2,diet,diet,diet,diet,app_sem_0453,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-diet/1380,unchanged,app_kw_0469,diet,diet,no_expanded_semantic_change,low,app_sem_exp_0393,translation_review,diet,no_additional_merge,low,diet,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0289
57976,"https://www.archivespp.pl/Psychometric-properties-of-the-Polish-adaptation-of-the-Adult-Sibling-Relationship-Questionnaire-ASRQ-,57976,0,2.html",2014,16,4,Psychometric properties of the Polish adaptation of the Adult Sibling Relationship Questionnaire (ASRQ),2,ASRQ,asrq,asrq,asrq,app_sem_0106,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-ASRQ/15654,lowercase,app_kw_0111,asrq,asrq,no_expanded_semantic_change,low,app_sem_exp_0086,translation_review,asrq,no_additional_merge,low,asrq,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0065
57957,"https://www.archivespp.pl/Apologia-pro-vita-mea-an-intellectual-odyssey-Part-One,57957,0,2.html",2015,17,3,Apologia pro vita mea: an intellectual odyssey. Part One,3,practicioner,practicioner,practicioner,practicioner,app_sem_1157,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-practicioner/40552,unchanged,app_kw_1196,practicioner,practicioner,no_expanded_semantic_change,low,app_sem_exp_1038,translation_review,practicioner,no_additional_merge,low,praktyk,direct_rare_glossary,strong_review_non_substantive_or_metadata|strong_review_typo_or_garbled_term,app_sem3c_0851
60373,"https://www.archivespp.pl/THE-USE-OF-THE-PARADOX-TECHNIQUE-IN-FAMILY-THERAPY-WITH-IRANIAN-FAMILIES-REPORT-OF,60373,0,2.html",2015,17,4,THE USE OF THE PARADOX TECHNIQUE IN FAMILY THERAPY WITH IRANIAN FAMILIES: REPORT OF TWO CAESES,1,Iran,iran,iran,iran,app_sem_0821,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Iran/4228,lowercase,app_kw_0853,iran,iran,no_expanded_semantic_change,low,app_sem_exp_0725,translation_review,iran,no_additional_merge,low,iran,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0574
63754,"https://www.archivespp.pl/When-electroconvulsive-therapy-fails-cognitive-behavioral-therapy-in-treatment-resistant-bipolar-depression-A-case-report,63754,0,2.html",2016,18,2,When electroconvulsive therapy fails: cognitive– behavioral therapy in treatment-resistant bipolar depression. A case report,4,ECT,ect,ect,ect,app_sem_0519,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-ECT/60555,lowercase,app_kw_0537,ect,ect,no_expanded_semantic_change,low,app_sem_exp_0446,translation_review,ect,no_additional_merge,low,ect,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0340
65294,"https://www.archivespp.pl/FROM-EDITORS,65294,0,2.html",2016,18,3,FROM EDITORS,1,hh,hh,hh,hh,app_sem_0717,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-hh/5933,unchanged,app_kw_0748,hh,hh,no_expanded_semantic_change,low,app_sem_exp_0624,translation_review,hh,no_additional_merge,low,hh,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0485
65294,"https://www.archivespp.pl/FROM-EDITORS,65294,0,2.html",2016,18,3,FROM EDITORS,2,gg,gg,gg,gg,app_sem_0674,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-gg/9057,unchanged,app_kw_0703,gg,gg,no_expanded_semantic_change,low,app_sem_exp_0585,translation_review,gg,no_additional_merge,low,gg,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0458
65294,"https://www.archivespp.pl/FROM-EDITORS,65294,0,2.html",2016,18,3,FROM EDITORS,3,aa,aa,aa,aa,app_sem_0005,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-aa/90861,unchanged,app_kw_0005,aa,aa,no_expanded_semantic_change,low,app_sem_exp_0004,translation_review,aa,no_additional_merge,low,aa,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0004
67108,"https://www.archivespp.pl/FROM-EDITORS,67108,0,2.html",2016,18,4,FROM EDITORS,1,from,from,from,FROM,app_sem_0650,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-from/97509,unchanged,app_kw_0679,from,FROM,no_expanded_semantic_change,high,app_sem_exp_0564,ok,from,no_additional_merge,high,from,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0439
67108,"https://www.archivespp.pl/FROM-EDITORS,67108,0,2.html",2016,18,4,FROM EDITORS,3,paper,paper,paper,paper,app_sem_1060,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-paper/12872,unchanged,app_kw_1098,paper,paper,no_expanded_semantic_change,low,app_sem_exp_0950,translation_review,paper,no_additional_merge,low,artykuł,fallback_phrase_translation,strong_review_non_substantive_or_metadata,app_sem3c_0063
64975,"https://www.archivespp.pl/The-effect-of-supportive-expressive-therapy-on-hope-and-quality-of-life-in-patients-with-multiple-sclerosis-MS-,64975,0,2.html",2016,18,4,The effect of supportive-expressive therapy on hope and quality of life in patients with multiple sclerosis (MS),2,hope,hope,hope,nadzieja,app_sem_0728,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-hope/1121,unchanged,app_kw_0759,hope,nadzieja,no_expanded_semantic_change,high,app_sem_exp_0635,ok,hope,no_additional_merge,high,hope,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0496
69637,"https://www.archivespp.pl/FROM-EDITORS,69637,0,2.html",2017,19,1,FROM EDITORS,1,FG,fg,fg,fg,app_sem_0620,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-FG/79977,lowercase,app_kw_0648,fg,fg,no_expanded_semantic_change,low,app_sem_exp_0535,translation_review,fg,no_additional_merge,low,fg,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0416
69637,"https://www.archivespp.pl/FROM-EDITORS,69637,0,2.html",2017,19,1,FROM EDITORS,2,GH,gh,gh,gh,app_sem_0675,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-GH/84770,lowercase,app_kw_0704,gh,gh,no_expanded_semantic_change,low,app_sem_exp_0586,translation_review,gh,no_additional_merge,low,gh,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0459
69637,"https://www.archivespp.pl/FROM-EDITORS,69637,0,2.html",2017,19,1,FROM EDITORS,3,hj,hj,hj,hj,app_sem_0723,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-hj/109169,unchanged,app_kw_0754,hj,hj,no_expanded_semantic_change,low,app_sem_exp_0630,translation_review,hj,no_additional_merge,low,hj,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0491
71073,"https://www.archivespp.pl/Synthetic-cannabinoids-characteristics-use-and-clinical-implications,71073,0,2.html",2017,19,2,"Synthetic cannabinoids: characteristics, use and clinical implications",2,drug,drug,drug,lek,app_sem_0480,no_semantic_change,token_full,high,ok,https://www.archivespp.pl/Keyword-drug/25584,unchanged,app_kw_0496,drug,lek,no_expanded_semantic_change,high,app_sem_exp_0416,ok,drug,no_additional_merge,high,drug,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0307
78171,"https://www.archivespp.pl/FROM-EDITORS,78171,0,2.html",2017,19,3,FROM EDITORS,1,from,from,from,FROM,app_sem_0650,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-from/97509,unchanged,app_kw_0679,from,FROM,no_expanded_semantic_change,high,app_sem_exp_0564,ok,from,no_additional_merge,high,from,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0439
76338,"https://www.archivespp.pl/Body-image-in-women-practicing-yoga-or-other-forms-of-fitness,76338,0,2.html",2017,19,3,Body image in women practicing yoga or other forms of fitness,3,yoga,yoga,yoga,yoga,app_sem_1639,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-yoga/42830,unchanged,app_kw_1693,yoga,yoga,no_expanded_semantic_change,low,app_sem_exp_1472,translation_review,yoga,no_additional_merge,low,yoga,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_1199
82020,"https://www.archivespp.pl/Is-flexibility-always-associated-with-mental-health-A-study-of-coping-and-depression,82020,0,2.html",2018,20,1,Is flexibility always associated with mental health? A study of coping and depression,5,CPRS,cprs,cprs,CPRS,app_sem_0382,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-CPRS/71296,lowercase,app_kw_0396,cprs,CPRS,no_expanded_semantic_change,high,app_sem_exp_0329,ok,cprs,no_additional_merge,high,cprs,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0234
109506,"https://www.archivespp.pl/Risk-syndromes-in-psychiatry-a-state-of-the-art-overview,109506,0,2.html",2019,21,2,Risk syndromes in psychiatry: a state-of-the-art overview,5,risk,risk,risk,ryzyko,app_sem_1329,no_semantic_change,token_full,high,ok,https://www.archivespp.pl/Keyword-risk/1218,unchanged,app_kw_1376,risk,ryzyko,no_expanded_semantic_change,high,app_sem_exp_1191,ok,risk,no_additional_merge,high,risk,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0967
109629,"https://www.archivespp.pl/Family-and-peer-resources-in-relation-to-psychological-condition-in-patients-with,109629,0,2.html",2019,21,3,Family and peer resources in relation to psychological condition in patients with paranoid schizophrenia,4,peer,peer,peer,peer,app_sem_1089,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-peer/222063,unchanged,app_kw_1127,peer,peer,no_expanded_semantic_change,low,app_sem_exp_0977,translation_review,peer,no_additional_merge,low,peer,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0790
116653,"https://www.archivespp.pl/War-trauma-and-self-help,116653,0,2.html",2020,22,1,War trauma and self-help,4,war,war,war,war,app_sem_1616,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-war/71825,unchanged,app_kw_1670,war,war,no_expanded_semantic_change,low,app_sem_exp_1451,translation_review,war,no_additional_merge,low,war,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_1169
111340,"https://www.archivespp.pl/Symptoms-of-overactive-bladder-OAB-in-patients-treated-for-depressive-disorders,111340,0,2.html",2020,22,1,Symptoms of overactive bladder (OAB) in patients treated for depressive disorders,3,LUTS,luts,luts,luts,app_sem_0860,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-LUTS/46728,lowercase,app_kw_0892,luts,luts,no_expanded_semantic_change,low,app_sem_exp_0764,translation_review,luts,no_additional_merge,low,luts,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0626
