rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base,semantic_review_status,candidate_reason,suggested_family,term_norm_for_audit,audit_category,audit_reason,include_in_semantic_review,audit_scope,audit_stage,manual_override,manual_override_note
63,analyst's,1,567,276,9.439,2924,pending,japa_high_frequency_recon,,analyst's,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
64,personality,1,564,240,8.208,2924,pending,japa_high_frequency_recon,,personality,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
65,well,1,560,484,16.553,2924,pending,japa_high_frequency_recon,,well,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
66,technique,1,535,275,9.405,2924,pending,japa_high_frequency_recon,technique_process,technique,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
68,mental,1,519,332,11.354,2924,pending,japa_high_frequency_recon,,mental,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
70,patient's,1,511,327,11.183,2924,pending,japa_high_frequency_recon,,patient's,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
71,own,1,508,393,13.44,2924,pending,japa_high_frequency_recon,,own,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
73,center,1,476,381,13.03,2924,pending,japa_high_frequency_recon,,center,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
74,mind,1,471,300,10.26,2924,pending,japa_high_frequency_recon,,mind,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
75,sexual,1,469,215,7.353,2924,pending,japa_high_frequency_recon,body_sexuality,sexual,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
76,aspects,1,469,351,12.004,2924,pending,japa_high_frequency_recon,,aspects,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
77,female,1,466,151,5.164,2924,pending,japa_high_frequency_recon,,female,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
78,body,1,463,184,6.293,2924,pending,japa_high_frequency_recon,body_sexuality,body,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
79,important,1,454,385,13.167,2924,pending,japa_high_frequency_recon,,important,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
80,reality,1,453,230,7.866,2924,pending,japa_high_frequency_recon,,reality,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
81,different,1,451,339,11.594,2924,pending,japa_high_frequency_recon,,different,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
83,change,1,446,233,7.969,2924,pending,japa_high_frequency_recon,,change,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
84,anxiety,1,446,191,6.532,2924,pending,japa_high_frequency_recon,,anxiety,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
85,human,1,439,271,9.268,2924,pending,japa_high_frequency_recon,,human,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
87,after,1,430,320,10.944,2924,pending,japa_high_frequency_recon,,after,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
88,nature,1,429,321,10.978,2924,pending,japa_high_frequency_recon,,nature,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
89,over,1,429,351,12.004,2924,pending,japa_high_frequency_recon,,over,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
90,dreams,1,423,145,4.959,2924,pending,japa_high_frequency_recon,,dreams,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
91,function,1,420,256,8.755,2924,pending,japa_high_frequency_recon,,function,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
92,sense,1,420,282,9.644,2924,pending,japa_high_frequency_recon,,sense,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
93,psychological,1,418,290,9.918,2924,pending,japa_high_frequency_recon,,psychological,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
95,data,1,412,284,9.713,2924,pending,japa_high_frequency_recon,,data,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
96,made,1,411,355,12.141,2924,pending,japa_high_frequency_recon,,made,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
97,mother,1,411,215,7.353,2924,pending,japa_high_frequency_recon,development_attachment,mother,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
98,professor,1,410,346,11.833,2924,pending,japa_high_frequency_recon,,professor,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
99,toward,1,408,291,9.952,2924,pending,japa_high_frequency_recon,,toward,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
100,countertransference,1,407,161,5.506,2924,pending,japa_high_frequency_recon,transference_countertransference,countertransference,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
101,interpretation,1,406,196,6.703,2924,pending,japa_high_frequency_recon,technique_process,interpretation,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
102,model,1,403,221,7.558,2924,pending,japa_high_frequency_recon,,model,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
103,literature,1,402,324,11.081,2924,pending,japa_high_frequency_recon,,literature,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
104,defense,1,402,196,6.703,2924,pending,japa_high_frequency_recon,,defense,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
105,problems,1,401,271,9.268,2924,pending,japa_high_frequency_recon,,problems,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
106,world,1,399,264,9.029,2924,pending,japa_high_frequency_recon,,world,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
107,however,1,397,361,12.346,2924,pending,japa_high_frequency_recon,,however,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
108,even,1,397,335,11.457,2924,pending,japa_high_frequency_recon,,even,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
109,fantasies,1,396,204,6.977,2924,pending,japa_high_frequency_recon,,fantasies,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
110,situation,1,389,263,8.995,2924,pending,japa_high_frequency_recon,,situation,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
111,certain,1,389,318,10.876,2924,pending,japa_high_frequency_recon,,certain,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
112,complex,1,387,277,9.473,2924,pending,japa_high_frequency_recon,,complex,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
113,thought,1,387,292,9.986,2924,pending,japa_high_frequency_recon,,thought,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
114,often,1,386,343,11.731,2924,pending,japa_high_frequency_recon,,often,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
115,social,1,386,220,7.524,2924,pending,japa_high_frequency_recon,culture_social_ethics,social,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
116,history,1,384,267,9.131,2924,pending,japa_high_frequency_recon,,history,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
117,three,1,382,285,9.747,2924,pending,japa_high_frequency_recon,,three,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
118,introduction,1,382,172,5.882,2924,pending,japa_high_frequency_recon,,introduction,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
119,east,1,382,370,12.654,2924,pending,japa_high_frequency_recon,,east,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
120,ideas,1,377,273,9.337,2924,pending,japa_high_frequency_recon,,ideas,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
121,love,1,375,167,5.711,2924,pending,japa_high_frequency_recon,,love,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
122,identity,1,375,156,5.335,2924,pending,japa_high_frequency_recon,,identity,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
123,relation,1,374,266,9.097,2924,pending,japa_high_frequency_recon,,relation,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
124,john,1,370,126,4.309,2924,pending,japa_high_frequency_recon,,john,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
125,edu,1,370,353,12.073,2924,pending,japa_high_frequency_recon,,edu,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
126,past,1,368,246,8.413,2924,pending,japa_high_frequency_recon,,past,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
127,behavior,1,367,225,7.695,2924,pending,japa_high_frequency_recon,,behavior,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
128,psychoanalysts,1,364,283,9.679,2924,pending,japa_high_frequency_recon,,psychoanalysts,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
129,thinking,1,361,253,8.653,2924,pending,japa_high_frequency_recon,,thinking,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
130,need,1,360,276,9.439,2924,pending,japa_high_frequency_recon,,need,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
131,fantasy,1,358,186,6.361,2924,pending,japa_high_frequency_recon,,fantasy,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
132,submitted,1,358,355,12.141,2924,pending,japa_high_frequency_recon,,submitted,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
133,group,1,356,213,7.285,2924,pending,japa_high_frequency_recon,,group,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
134,relations,1,355,203,6.943,2924,pending,japa_high_frequency_recon,,relations,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
135,medical,1,352,275,9.405,2924,pending,japa_high_frequency_recon,,medical,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
136,writing,1,352,137,4.685,2924,pending,japa_high_frequency_recon,,writing,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
137,form,1,350,283,9.679,2924,pending,japa_high_frequency_recon,,form,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
139,conflict,1,348,224,7.661,2924,pending,japa_high_frequency_recon,,conflict,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
140,trauma,1,347,143,4.891,2924,pending,japa_high_frequency_recon,affect_trauma_regulation,trauma,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
142,state,1,346,238,8.14,2924,pending,japa_high_frequency_recon,,state,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
143,theories,1,343,221,7.558,2924,pending,japa_high_frequency_recon,,theories,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
144,conflicts,1,340,225,7.695,2924,pending,japa_high_frequency_recon,,conflicts,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
145,language,1,337,157,5.369,2924,pending,japa_high_frequency_recon,language_narrative_meaning,language,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
146,very,1,335,278,9.508,2924,pending,japa_high_frequency_recon,,very,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
147,structure,1,335,214,7.319,2924,pending,japa_high_frequency_recon,,structure,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
148,current,1,335,243,8.311,2924,pending,japa_high_frequency_recon,,current,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
149,action,1,332,154,5.267,2924,pending,japa_high_frequency_recon,,action,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
150,childhood,1,329,205,7.011,2924,pending,japa_high_frequency_recon,,childhood,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
151,any,1,327,274,9.371,2924,pending,japa_high_frequency_recon,,any,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
152,later,1,322,266,9.097,2924,pending,japa_high_frequency_recon,,later,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
153,states,1,322,219,7.49,2924,pending,japa_high_frequency_recon,,states,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
154,character,1,322,161,5.506,2924,pending,japa_high_frequency_recon,,character,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
155,particular,1,322,272,9.302,2924,pending,japa_high_frequency_recon,,particular,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
156,narcissistic,1,320,156,5.335,2924,pending,japa_high_frequency_recon,self_narcissism,narcissistic,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
157,central,1,320,282,9.644,2924,pending,japa_high_frequency_recon,,central,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
158,like,1,317,265,9.063,2924,pending,japa_high_frequency_recon,,like,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
159,must,1,316,250,8.55,2924,pending,japa_high_frequency_recon,,must,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
160,recent,1,316,255,8.721,2924,pending,japa_high_frequency_recon,,recent,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
161,steven,1,316,86,2.941,2924,pending,japa_high_frequency_recon,,steven,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
162,further,1,315,251,8.584,2924,pending,japa_high_frequency_recon,,further,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
163,against,1,315,243,8.311,2924,pending,japa_high_frequency_recon,,against,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
164,supervising,1,314,278,9.508,2924,pending,japa_high_frequency_recon,,supervising,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
165,capacity,1,312,212,7.25,2924,pending,japa_high_frequency_recon,,capacity,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
166,place,1,312,272,9.302,2924,pending,japa_high_frequency_recon,,place,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
167,become,1,312,263,8.995,2924,pending,japa_high_frequency_recon,,become,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
168,primary,1,309,175,5.985,2924,pending,japa_high_frequency_recon,,primary,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
169,meaning,1,309,209,7.148,2924,pending,japa_high_frequency_recon,language_narrative_meaning,meaning,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
170,others,1,308,247,8.447,2924,pending,japa_high_frequency_recon,,others,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
171,richard,1,308,91,3.112,2924,pending,japa_high_frequency_recon,,richard,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
172,society,1,307,234,8.003,2924,pending,japa_high_frequency_recon,,society,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
173,suite,1,307,296,10.123,2924,pending,japa_high_frequency_recon,,suite,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
174,implications,1,306,203,6.943,2924,pending,japa_high_frequency_recon,,implications,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
175,children,1,305,168,5.746,2924,pending,japa_high_frequency_recon,development_attachment,children,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
176,much,1,304,257,8.789,2924,pending,japa_high_frequency_recon,,much,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
177,among,1,304,262,8.96,2924,pending,japa_high_frequency_recon,,among,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
179,email,1,304,270,9.234,2924,pending,japa_high_frequency_recon,,email,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
180,school,1,303,263,8.995,2924,pending,japa_high_frequency_recon,,school,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
181,contemporary,1,302,212,7.25,2924,pending,japa_high_frequency_recon,,contemporary,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
182,scientific,1,302,183,6.259,2924,pending,japa_high_frequency_recon,,scientific,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
183,emotional,1,300,206,7.045,2924,pending,japa_high_frequency_recon,affect_trauma_regulation,emotional,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
184,science,1,300,165,5.643,2924,pending,japa_high_frequency_recon,,science,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
185,drive,1,299,212,7.25,2924,pending,japa_high_frequency_recon,,drive,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
186,functioning,1,299,188,6.43,2924,pending,japa_high_frequency_recon,,functioning,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
187,here,1,298,263,8.995,2924,pending,japa_high_frequency_recon,,here,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
188,specific,1,297,245,8.379,2924,pending,japa_high_frequency_recon,,specific,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
189,rather,1,297,251,8.584,2924,pending,japa_high_frequency_recon,,rather,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
190,general,1,296,232,7.934,2924,pending,japa_high_frequency_recon,,general,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
191,affect,1,296,155,5.301,2924,pending,japa_high_frequency_recon,affect_trauma_regulation,affect,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
192,west,1,295,276,9.439,2924,pending,japa_high_frequency_recon,,west,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
193,course,1,294,249,8.516,2924,pending,japa_high_frequency_recon,,course,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
194,personal,1,294,208,7.114,2924,pending,japa_high_frequency_recon,,personal,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
195,question,1,293,225,7.695,2924,pending,japa_high_frequency_recon,,question,candidate_concept,kept_for_semantic_review,True,japa_candidate_queue,2b_recon_audit_terms,,
